"id","name","latitude","longitude","property_type","room_type","price","accommodates","bedrooms","beds","bathrooms","shared_bathroom","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","Kitchen","Wifi","Air_conditioning","Elevator","Dishes_and_silverware","Washer","Body_soap","Microwave","Paid_parking_off_premises","total_amenities","short_term_availability","long_term_availability","years","host_id","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_identity_verified"
51500684,"Precioso 3 ambientes a estrenar. Full equipado",-34.61632,-58.38127,"Entire vacation home","Entire home/apt",9318,4,2,2,1,"No",4,1125,4,4.75,4.75,4.5,4.75,4.75,4.25,4.75,"FALSE","1","1","1","1","1","1","1","1","1",9,"0","0",4.71780821917808,210147055,"within an hour",1,0.99,"FALSE","TRUE"
51333165,"Esplendido Apto en Centro Historico de B.A.!",-34.60919,-58.37416,"Entire condo","Entire home/apt",11389,4,2,3,1,"No",4,45,13,4.77,4.92,4.69,4.85,5,4.85,4.85,"FALSE","1","1","1","1","1","0","1","1","0",7,"0","0",6.14520547945205,120679646,"within an hour",1,1,"TRUE","TRUE"
51467340,"Coqueto apartamento en Buenos Aires!",-34.61276,-58.37895,"Entire rental unit","Entire home/apt",18341,5,2,4,1,"No",1,1125,8,4.63,4.75,4.75,4.75,4.63,4.88,4.38,"FALSE","1","1","1","0","1","0","0","0","0",4,"1","1",10.6712328767123,3469227,"within an hour",1,0.92,"FALSE","TRUE"
51469322,"Apartamento con 1 dormitorio para 4 personas!",-34.61113,-58.37903,"Entire rental unit","Entire home/apt",13460,4,1,1,1,"No",2,1125,6,4.67,4.83,4.5,5,4.83,5,4.5,"FALSE","1","1","1","1","1","0","0","0","0",5,"1","1",10.6712328767123,3469227,"within an hour",1,0.92,"FALSE","TRUE"
52332378,"Departamento a seis cuadras del obelisco.",-34.60981,-58.38521,"Entire rental unit","Entire home/apt",6226,2,1,1,1,"No",2,30,37,4.86,4.97,4.97,4.97,5,4.84,4.95,"FALSE","1","1","1","1","1","1","0","0","0",6,"1","0",7.39452054794521,51340472,"within an hour",1,0.94,"TRUE","TRUE"
52582904,"Luminoso departamento en el centro de la ciudad",-34.60865,-58.37601,"Entire condo","Entire home/apt",3800,2,1,2,1,"No",4,20,39,4.72,4.9,4.56,4.92,4.85,4.97,4.92,"TRUE","1","1","0","1","1","0","0","0","0",4,"0","0",8.93698630136986,16185613,"within an hour",0.82,0.98,"FALSE","TRUE"
52637950,"Hermoso 3 ambientes vistas Plaza Congreso, cochera",-34.60945,-58.38932,"Entire rental unit","Entire home/apt",16359,5,2,4,1,"No",1,30,1,5,5,5,5,5,5,5,"FALSE","1","1","0","1","1","0","1","1","0",6,"1","0",3.63013698630137,296176227,"within an hour",0.71,0.04,"FALSE","TRUE"
53858489,"Lugar céntrico para distintos puntos turísticos",-34.60988,-58.3883,"Entire vacation home","Entire home/apt",4929,2,1,1,1,"No",2,90,32,4.91,4.84,4.75,4.97,4.88,4.97,4.88,"FALSE","1","1","0","0","1","0","1","1","0",5,"0","1",5.02191780821918,186836487,"within an hour",1,1,"TRUE","TRUE"
53708732,"Habitación con vista impressionante @lavista.ar",-34.61249,-58.36718,"Private room in condo","Private room",5384,2,1,1,1.5,"Yes",3,1125,40,4.98,4.95,4.9,4.93,4.88,4.93,4.95,"FALSE","1","1","0","1","1","0","1","0","0",5,"0","0",8.21643835616438,27897099,"within an hour",1,0.88,"TRUE","TRUE"
53736254,"ART FACTORY SAN TELMO",-34.6146087646484,-58.3775367736816,"Private room in home","Private room",10354,2,1,1,1,"Yes",1,90,1,5,5,5,5,5,5,5,"FALSE","1","1","0","0","1","0","0","0","0",3,"1","1",1.40547945205479,435215806,"within a few hours",0.83,0.25,"FALSE","TRUE"
54034258,"Con terraza privada, A/C y cama grande!",-34.61703,-58.37922,"Private room in rental unit","Private room",3520,2,3,1,1,"Yes",14,180,7,4.57,4.86,4.57,4.86,4.29,4.71,4.43,"TRUE","1","1","1","1","1","1","0","0","0",6,"0","1",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
54034660,"Tu estadía en Buenos Aires ambiente internacional!",-34.61728,-58.38014,"Private room in rental unit","Private room",2899,1,3,1,1,"Yes",15,180,3,5,4.67,5,4.67,5,5,4.67,"TRUE","1","1","0","1","0","1","0","0","0",4,"0","1",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
54034862,"Muy luminosa con jóvenes internacionales!",-34.61545,-58.37946,"Private room in rental unit","Private room",3313,1,3,1,1,"Yes",12,180,4,5,5,5,4.5,4.75,5,5,"TRUE","1","1","0","1","0","1","0","0","0",4,"1","1",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
53931196,"Céntrica, cama doble con ambiente internacional!",-34.61527,-58.38093,"Private room in rental unit","Private room",3313,2,4,1,1,"Yes",11,180,1,4,3,3,5,5,5,5,"TRUE","1","1","0","1","1","0","0","1","1",6,"1","1",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
54122897,"Increible casa a metros del obelisco! Palacio lima",-34.60929,-58.38103,"Private room in bed and breakfast","Private room",5384,2,1,1,6.5,"Yes",1,1125,33,4.58,4.7,4.33,4.73,4.79,4.79,4.55,"FALSE","1","1","0","0","1","0","0","1","0",4,"1","0",6.27945205479452,113078673,"within an hour",1,0.76,"FALSE","TRUE"
53992924,"Boureau Congreso P. 12° Vista Panorámica 45 m2",-34.60943,-58.38775,"Entire rental unit","Entire home/apt",8401,4,1,4,1,"No",3,1125,10,5,5,5,5,5,5,5,"FALSE","1","1","0","0","1","1","0","1","0",5,"0","1",6.7041095890411,91379783,"within an hour",1,0.9,"FALSE","TRUE"
54207979,"Increíble casa a metros del obelisco! Palacio Lima",-34.60933,-58.38303,"Private room in bed and breakfast","Private room",5384,2,1,1,6.5,"Yes",1,365,7,4.43,4.14,4,4.43,4.71,4.29,4.14,"FALSE","1","1","0","0","1","1","0","1","0",5,"1","1",6.27945205479452,113078673,"within an hour",1,0.76,"FALSE","TRUE"
54208562,"Increíble casa a metros del obelisco! Palacio Lima",-34.6091,-58.38296,"Private room in bed and breakfast","Private room",5384,2,14,14,8.5,"Yes",1,365,17,4.24,4.29,3.88,4.53,4.88,5,4.18,"FALSE","1","1","0","0","1","1","0","1","0",5,"0","1",6.27945205479452,113078673,"within an hour",1,0.76,"FALSE","TRUE"
54149303,"Increíble casa a metros del obelisco! Palacio Lima",-34.60937,-58.38155,"Private room in bed and breakfast","Private room",5384,14,14,14,8.5,"Yes",1,1125,3,4,4.33,4.33,5,5,4.67,4.33,"FALSE","1","1","0","0","1","1","0","1","0",5,"1","1",6.27945205479452,113078673,"within an hour",1,0.76,"FALSE","TRUE"
54149385,"Increíble casa a metros del obelisco! Palacio Lima",-34.60978,-58.38257,"Private room in bed and breakfast","Private room",5384,1,1,1,6.5,"Yes",1,1125,9,4.11,4.22,4.33,4.22,4.11,4.22,4,"FALSE","1","1","0","0","1","1","0","1","0",5,"1","1",6.27945205479452,113078673,"within an hour",1,0.76,"FALSE","TRUE"
54159833,"Increíble casa a metros del obelisco! Palacio Lima",-34.60972,-58.38293,"Private room in bed and breakfast","Private room",5384,14,14,14,8.5,"Yes",1,1125,5,4.8,4.8,4.8,5,4.8,4.8,4.8,"FALSE","1","1","0","0","1","1","0","1","0",5,"1","1",6.27945205479452,113078673,"within an hour",1,0.76,"FALSE","TRUE"
54161984,"Excelente Depto en edificio con Pileta y Laundry",-34.60911,-58.38775,"Entire rental unit","Entire home/apt",5858,2,1,1,1,"No",4,1125,28,4.39,4.36,4.39,4.46,4.36,4.46,4.29,"FALSE","1","1","1","1","1","0","1","1","0",7,"1","0",4.32876712328767,234799487,"within an hour",1,1,"FALSE","TRUE"
54174166,"Increíble casa a metros del obelisco! Palacio Lima",-34.60978,-58.38186,"Private room in bed and breakfast","Private room",5384,4,1,5,6.5,"Yes",1,365,12,4.08,4.08,3.92,4.33,4.08,4.67,3.83,"FALSE","1","1","0","0","1","1","0","1","0",5,"0","1",6.27945205479452,113078673,"within an hour",1,0.76,"FALSE","TRUE"
54287548,"Wunderschöne Wohnung in San Telmo. Sehr zentral!",-34.61453,-58.37321,"Entire condo","Entire home/apt",7399,4,2,3,1,"No",3,1125,27,5,5,4.96,5,5,4.96,4.93,"TRUE","1","1","0","1","1","0","0","1","0",5,"0","0",11.0986301369863,2048798,"within an hour",1,0.94,"TRUE","TRUE"
544310356817688960,"Departamento IDEAL para tu estadía en Buenos Aires",-34.60881,-58.37925,"Entire condo","Entire home/apt",6390,2,1,1,1,"No",2,32,43,4.95,4.95,4.93,4.91,4.95,5,4.93,"FALSE","1","1","0","1","1","0","1","1","0",6,"1","1",8.37808219178082,25036197,"within an hour",1,0.98,"TRUE","TRUE"
54316382,"Hermoso departamento con patio en BA. Un oasis.",-34.60902,-58.38536,"Entire condo","Entire home/apt",7041,3,1,1,1,"No",7,1125,1,4,3,3,3,5,3,3,"TRUE","1","1","1","0","0","0","0","0","0",3,"1","0",7.61369863013699,45080426,"within a day",0.67,0,"FALSE","TRUE"
54405972,"Beautiful room in old colonial classic building",-34.61297,-58.38084,"Private room in condo","Private room",3106,1,1,1,1,"Yes",3,1125,1,5,5,5,5,5,5,5,"TRUE","1","0","0","1","1","0","0","1","0",4,"1","1",10.2794520547945,4841156,"within an hour",1,0.98,"TRUE","TRUE"
549294629602301056,"Double Room in shared apartment in downtown",-34.61008,-58.37815,"Shared room in serviced apartment","Shared room",4142,2,1,9,3,"Yes",14,1125,2,5,5,4.5,5,5,5,5,"TRUE","1","1","0","0","1","1","0","0","0",4,"1","1",1.26849315068493,442402071,"within a few hours",1,0.75,"FALSE","TRUE"
552356890629712512,"Private room + fast wifi in classic colonial apart",-34.61496,-58.37944,"Private room in condo","Private room",3106,2,1,1,1,"Yes",2,1125,6,4.67,4.83,5,4.67,5,4.67,4.83,"TRUE","1","0","0","1","1","0","0","1","0",4,"1","1",10.2794520547945,4841156,"within an hour",1,0.98,"TRUE","TRUE"
550005606661600320,"Hermoso departamento a pasos del Obelisco",-34.60984,-58.38433,"Entire rental unit","Entire home/apt",12157,5,2,4,1,"No",2,20,1,5,5,5,5,5,5,5,"TRUE","0","1","0","0","0","0","0","0","0",1,"1","0",5.76438356164384,143616244,"within an hour",1,0.95,"TRUE","TRUE"
551297331980966528,"2 Single bed room + great WIFI in colonial apart",-34.61272,-58.38143,"Private room in condo","Private room",3106,2,1,2,1,"Yes",2,1125,10,4.9,5,5,5,4.9,4.9,4.7,"TRUE","1","0","0","1","1","0","0","1","0",4,"1","1",10.2794520547945,4841156,"within an hour",1,0.98,"TRUE","TRUE"
557950040481501376,"Double Room in centrally located shared apartment",-34.61027,-58.37874,"Shared room in rental unit","Shared room",4142,2,1,2,3,"Yes",14,1125,1,4,4,3,5,5,5,4,"FALSE","1","1","0","0","1","0","0","0","0",3,"0","1",1.26849315068493,442402071,"within a few hours",1,0.75,"FALSE","TRUE"
558049383363452544,"Cuarto casa particular muy comodo, p/ 2 personas.",-34.61361,-58.37327,"Private room in casa particular","Private room",6033,2,1,2,1,"No",2,1125,7,5,5,5,5,5,5,5,"FALSE","1","1","0","1","1","0","1","1","0",6,"1","1",7.40821917808219,50933549,"within a few hours",1,0.95,"TRUE","TRUE"
560224301344644096,"Hermoso dpto super luminoso en zona turistica",-34.61514,-58.38992,"Entire rental unit","Entire home/apt",6212,2,1,1,1,"No",10,1125,12,5,4.92,5,4.92,5,5,4.92,"FALSE","1","1","1","1","1","1","1","1","1",9,"0","1",3.89041095890411,268802424,"within a few hours",1,0.94,"TRUE","TRUE"
562151229261404608,"Luminosa con estudiantes internacionales y cowork",-34.61564,-58.38075,"Private room in rental unit","Private room",3106,1,4,1,1,"Yes",12,180,2,5,4,5,5,5,5,5,"TRUE","1","1","0","1","1","1","0","0","0",5,"1","1",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
563791902204920576,"Hermoso departamento en buenos aires centro",-34.61104,-58.37993,"Entire condo","Entire home/apt",7366,3,1,2,1,"No",3,30,24,4.83,4.79,4.79,5,4.83,4.83,4.79,"TRUE","1","1","0","0","1","0","0","0","0",3,"1","0",6.60547945205479,97006069,"within an hour",1,1,"TRUE","FALSE"
574632608514104320,"Beautiful suite in downtown Buenos Aires!",-34.61199,-58.38095,"Entire vacation home","Entire home/apt",5384,3,1,2,1,"No",1,365,99,4.79,4.85,4.84,4.76,4.6,4.87,4.83,"TRUE","1","1","0","0","1","0","1","0","0",4,"1","1",1.37534246575342,436614759,"within an hour",1,1,"FALSE","TRUE"
568844916876028032,"Precioso departamento en Congreso.",-34.61198,-58.39113,"Entire rental unit","Entire home/apt",6212,3,2,2,1,"No",2,7,3,5,5,5,5,5,5,5,"FALSE","1","1","1","0","1","0","0","1","0",5,"1","0",6.13972602739726,121046437,"within an hour",1,0.8,"FALSE","TRUE"
568891841929366016,"Lovely 1 bedroom apartment in Buenos Aires",-34.61326,-58.3897,"Entire rental unit","Entire home/apt",9318,4,1,2,1.5,"No",3,1125,19,5,5,5,5,4.95,4.89,5,"TRUE","1","1","0","1","1","0","0","1","0",5,"0","1",1.19452054794521,446546597,"within an hour",1,1,"TRUE","TRUE"
578967403385077248,"Stylish Condo in down town BA! AC/ Wi-Fi/ Kitchen",-34.6117,-58.36994,"Entire condo","Entire home/apt",14228,2,1,1,1,"No",3,365,8,5,5,5,4.75,5,5,5,"TRUE","1","1","0","0","1","0","1","1","0",5,"1","1",1.15616438356164,448786160,"within an hour",1,1,"TRUE","FALSE"
576093007998856256,"Increíble casa a metros del obelisco! Palacio Lima",-34.60982,-58.38128,"Private room in bed and breakfast","Private room",5384,16,2,14,8.5,"Yes",1,365,14,4.71,4.57,4.43,4.86,4.86,5,4.5,"FALSE","1","1","0","0","1","1","0","1","0",5,"1","1",6.27945205479452,113078673,"within an hour",1,0.76,"FALSE","TRUE"
583123098920900352,"Private room in student residence",-34.61344,-58.37217,"Private room in rental unit","Private room",3130,1,9,1,3,"Yes",28,365,1,5,5,4,5,4,5,5,"FALSE","1","1","1","0","1","1","0","0","0",5,"1","1",1.74794520547945,416972212,"within a few hours",0.8,0.9,"FALSE","TRUE"
588450604614201216,"Centro cómodo depto  para 4 personas",-34.61062,-58.37798,"Entire rental unit","Entire home/apt",19143,4,2,3,1,"No",5,365,1,3,3,2,5,5,4,3,"FALSE","1","1","1","0","1","0","0","0","0",4,"1","1",8.13698630136986,29589782,"within a few hours",1,0.29,"FALSE","TRUE"
589069595666611072,"Espacioso departamento de 2 ambientes para 2",-34.60911,-58.38592,"Entire rental unit","Entire home/apt",5769,2,1,1,1,"No",4,1125,20,4.3,4.6,4.2,4.85,4.45,4.55,4.2,"FALSE","1","1","1","1","1","0","1","1","1",8,"1","0",4.32876712328767,234799487,"within an hour",1,1,"FALSE","TRUE"
582665465828562176,"Monserrat  Premiun",-34.61047,-58.37167,"Entire rental unit","Entire home/apt",7573,4,1,2,1,"No",3,31,3,3.67,3.67,3.67,3.67,3.67,3.67,3.67,"FALSE","1","1","1","0","0","1","0","0","0",4,"1","0",5.82191780821918,139740485,"within an hour",1,0.7,"FALSE","TRUE"
590350553254868608,"Historico PH en  San Telmo, Cochera s/c para 4 per",-34.61549,-58.37219,"Entire rental unit","Entire home/apt",8579,4,1,2,1.5,"No",2,365,32,4.78,4.63,4.84,4.59,4.59,4.72,4.66,"TRUE","1","1","1","0","1","1","1","1","0",7,"1","1",12.0082191780822,560338,"within an hour",1,1,"FALSE","TRUE"
593754438928458624,"Shared room in student residence",-34.61162,-58.37065,"Shared room in rental unit","Shared room",2259,1,1,2,3,"Yes",28,1125,1,5,4,5,4,4,5,5,"TRUE","1","1","1","0","1","1","0","0","0",5,"0","0",1.74794520547945,416972212,"within a few hours",0.8,0.9,"FALSE","TRUE"
590624833237016192,"LOFT Precioso, elegante y confortable 110m2",-34.60974,-58.38515,"Entire rental unit","Entire home/apt",7455,3,1,2,1,"No",3,31,5,4.8,4.6,4.6,5,5,4.8,4.8,"TRUE","1","1","0","1","1","0","0","1","0",5,"1","0",13.0821917808219,105276,"within an hour",1,0.99,"TRUE","TRUE"
591827920750712064,"Habitación para Tres en Casco Histórico con patio",-34.614113,-58.371731,"Private room in casa particular","Private room",4516,3,1,3,1,"Yes",1,1125,33,4.61,4.73,4.33,4.97,4.85,4.88,4.42,"FALSE","1","1","0","0","1","0","0","1","0",4,"0","0",1.53698630136986,428368088,"within an hour",1,0.96,"FALSE","TRUE"
586312029327910784,"Hermoso Departamento  San Telmo",-34.61434,-58.37906,"Entire rental unit","Entire home/apt",10000,2,1,1,1,"No",7,25,8,4.13,4.38,3.88,4.75,4.25,4.75,3.88,"FALSE","1","1","0","0","1","0","0","0","0",3,"1","0",1.12876712328767,450353302,"within a few hours",1,0.65,"FALSE","TRUE"
586596464230058496,"Depto Estilo Francés en el corazón de Buenos Aires",-34.609089,-58.380028,"Private room in condo","Private room",6727,4,2,3,1.5,"No",3,365,13,5,5,5,5,5,5,4.92,"TRUE","1","1","1","0","1","1","1","1","0",7,"0","0",5.03561643835616,185953582,"within a few hours",1,0.87,"FALSE","TRUE"
605929661415412608,"Habitación tranquila en pleno centro.",-34.61428,-58.37839,"Private room in condo","Private room",3727,1,1,1,1,"No",3,15,3,5,4.67,4.67,5,5,5,5,"FALSE","0","1","0","0","0","0","0","0","0",1,"1","1",12.3616438356164,327887,"within a few hours",1,0.83,"FALSE","TRUE"
600073002463614336,"Hermosa suite en el corazón de Buenos Aires",-34.61567,-58.38361,"Entire rental unit","Entire home/apt",8076,3,1,2,1,"No",4,31,19,5,4.95,4.95,5,5,4.89,4.95,"TRUE","1","1","0","1","1","0","0","1","0",5,"1","1",6.84931506849315,80947197,"within an hour",1,1,"TRUE","TRUE"
608765725974384384,"Beatifull apartment - Location - Swimming pool",-34.61439,-58.38042,"Entire serviced apartment","Entire home/apt",12425,2,1,1,1,"No",6,90,1,5,5,4,5,5,5,4,"FALSE","1","1","0","0","1","0","1","0","0",4,"0","0",6.33150684931507,110035627,"within an hour",1,0.95,"TRUE","TRUE"
603026403476824448,"Hermoso Duplex Historico San Telmo",-34.61333,-58.37414,"Entire rental unit","Entire home/apt",7395,2,1,1,1,"No",2,365,29,4.52,4.59,4.66,4.48,4.52,4.66,4.52,"TRUE","1","1","1","0","1","0","1","1","0",6,"1","1",12.0082191780822,560338,"within an hour",1,1,"FALSE","TRUE"
610822624117371392,"Studio 771: en el corazón de Buenos Aires",-34.612289,-58.377319,"Entire condo","Entire home/apt",8904,2,1,1,1,"No",2,7,24,4.96,4.96,4.96,4.96,4.96,4.96,4.96,"FALSE","1","1","1","0","1","0","1","1","0",6,"1","0",10.0849315068493,5802484,"within an hour",1,0.82,"FALSE","TRUE"
611239752541420672,"Large ( 50 m2 ) loft Studio , Posh , In San Telmo",-34.611469,-58.373577,"Entire condo","Entire home/apt",12277,2,1,1,1,"No",3,30,9,5,5,5,4.89,5,4.89,5,"TRUE","1","0","0","1","1","0","0","1","1",5,"0","1",6.94520547945205,74137580,"within an hour",1,0.97,"TRUE","TRUE"
623898786961308800,"Calido departamento centrico/Cozy downtown Dept",-34.61604,-58.3906,"Entire rental unit","Entire home/apt",7544,4,1,4,1,"No",1,365,42,4.6,4.67,4.86,4.52,4.57,4.76,4.55,"FALSE","1","1","0","1","1","0","1","0","0",5,"1","1",7.48767123287671,48726470,"within an hour",1,0.94,"FALSE","TRUE"
623987672664013184,"Hermoso departamento con 3 cuartos",-34.61708,-58.38329,"Entire condo","Entire home/apt",9378,6,3,3,1,"No",5,180,7,5,5,4.71,5,5,5,4.86,"TRUE","1","1","0","0","0","1","0","0","0",3,"1","0",4.82191780821918,201402350,"within a few hours",0.99,0.96,"FALSE","TRUE"
618115599362278016,"18m2, aire acondicionado y ambiente internacional",-34.61742,-58.38042,"Private room in rental unit","Private room",3313,2,3,2,1,"Yes",15,180,1,4,4,4,4,4,4,3,"TRUE","1","1","0","0","0","1","0","0","0",3,"1","1",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
628206570304468352,"Shared room in student residence",-34.61337,-58.3707,"Shared room in rental unit","Shared room",2464,1,1,2,3,"Yes",28,365,3,5,4.67,4.67,4.67,4.67,4.67,4.33,"FALSE","1","1","1","0","1","1","0","0","0",5,"0","1",1.74794520547945,416972212,"within a few hours",0.8,0.9,"FALSE","TRUE"
626800342847911552,"“Lindo Y Confortable Departamento en Buenos Aires”",-34.617558,-58.385372,"Entire rental unit","Entire home/apt",5792,2,1,2,1,"No",2,1125,16,4.88,4.94,4.94,4.88,4.88,4.94,4.81,"FALSE","1","1","0","1","1","0","1","1","0",6,"0","1",0.975342465753425,459087158,"within an hour",1,1,"TRUE","TRUE"
631145803922344448,"Hermoso departamento en casco historico reciclado.",-34.61099,-58.37229,"Entire condo","Entire home/apt",10797,4,2,5,1.5,"No",4,1125,27,4.96,4.96,5,4.93,4.93,4.89,4.89,"FALSE","1","0","0","1","1","0","1","1","0",5,"0","1",0.958904109589041,460081944,"within an hour",1,0.95,"TRUE","TRUE"
628767170845289984,"Con toilet privado y ambiente internacional!",-34.61669,-58.3808,"Private room in rental unit","Private room",3106,1,4,1,1.5,"No",14,180,2,3.5,5,4,4.5,4.5,4,4,"TRUE","1","1","0","1","0","1","0","0","0",4,"1","0",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
628782585858610944,"Muy luminosa con amigos de todo el mundo!",-34.61746,-58.38006,"Private room in rental unit","Private room",3520,1,3,1,1,"Yes",15,180,1,5,5,5,5,5,5,3,"TRUE","1","1","0","0","0","1","0","0","0",3,"1","0",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
636172837556899200,"Departamento en San Telmo",-34.61504,-58.37476,"Entire serviced apartment","Entire home/apt",9911,2,1,1,1,"No",1,27,31,4.74,4.58,4.87,4.9,4.87,4.81,4.65,"TRUE","1","1","0","1","1","0","0","1","0",5,"1","1",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
636223802036958080,"Departamento en San Telmo I",-34.61504,-58.37476,"Entire serviced apartment","Entire home/apt",9911,2,1,1,1,"No",1,27,30,4.5,4.37,4.3,4.77,4.6,4.67,4.37,"TRUE","1","1","0","1","1","0","0","1","1",6,"1","1",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
636243967773368576,"Departamento en San Telmo III",-34.61504,-58.37476,"Entire serviced apartment","Entire home/apt",9911,2,1,1,1,"No",1,27,149,4.47,4.49,4.46,4.77,4.7,4.55,4.36,"TRUE","1","1","0","1","1","0","1","1","1",7,"1","1",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
636253915779265024,"Departamento en San Telmo IV",-34.61504,-58.37476,"Entire serviced apartment","Entire home/apt",9911,2,1,1,1,"No",1,27,49,4.55,4.57,4.63,4.73,4.61,4.6,4.59,"TRUE","1","1","1","1","1","0","0","1","1",7,"1","1",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
630277024636367488,"Muy luminosa en un departamento hermoso!",-34.6154,-58.37919,"Private room in rental unit","Private room",3313,2,3,1,1,"Yes",14,180,1,5,5,5,5,5,5,4,"TRUE","1","1","0","0","0","1","0","0","0",3,"0","0",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
633997541972620032,"Hermoso Depto. en Casco Histórico de Buenos Aires",-34.61192,-58.3759,"Entire condo","Entire home/apt",13460,2,1,1,1,"No",3,60,2,5,5,5,5,5,5,5,"FALSE","1","1","0","1","1","0","1","1","0",6,"0","0",7.07945205479452,66250169,"within a few hours",1,0.57,"FALSE","TRUE"
639308270456298880,"Elegante Loft a pasos de Puerto Madero y San Telmo",-34.6115309382767,-58.3735348232788,"Entire condo","Entire home/apt",12277,2,1,1,1,"No",3,30,17,5,5,5,5,5,5,5,"TRUE","1","1","0","1","1","0","0","1","1",6,"0","1",6.94520547945205,74137580,"within an hour",1,0.97,"TRUE","TRUE"
639313133843650816,"Hermoso departamento en el corazón de Bs. As.",-34.614898,-58.3846422,"Entire serviced apartment","Entire home/apt",7869,4,1,3,1,"No",2,1125,26,4.85,4.81,4.88,4.88,4.96,4.77,4.88,"TRUE","1","1","0","1","1","0","1","1","0",6,"1","0",4.34794520547945,233418952,"within an hour",1,0.98,"TRUE","TRUE"
640420289621600256,"Beautiful apartment in San Telmo 2 paxs 1 BDR",-34.61264,-58.37353,"Entire rental unit","Entire home/apt",9465,2,1,1,1,"No",4,30,4,4.5,4.75,4.5,4.25,5,4.75,4.25,"TRUE","1","1","1","0","0","1","0","0","0",4,"1","1",8.61369863013699,21782961,"within an hour",0.97,0.98,"TRUE","TRUE"
640535335427329536,"Departamento 2 ambientes en el centro -Montserrat-",-34.61445,-58.38499,"Entire vacation home","Entire home/apt",8490,2,1,1,2,"No",2,1125,17,4.71,4.71,4.59,4.76,4.76,4.59,4.71,"FALSE","1","1","1","0","1","0","1","0","0",5,"1","1",5.77534246575342,142736901,"within a few hours",1,0.68,"FALSE","TRUE"
646994988058154880,"Shared room in student residence",-34.6125229,-58.3710029,"Shared room in rental unit","Shared room",2899,1,1,2,3,"Yes",28,365,2,5,5,5,5,5,5,5,"TRUE","1","1","1","0","1","1","0","0","0",5,"0","1",1.74794520547945,416972212,"within a few hours",0.8,0.9,"FALSE","TRUE"
647008337039562368,"Shared room in student residence",-34.6125229,-58.3710029,"Shared room in rental unit","Shared room",2071,1,1,2,1,"Yes",28,365,1,5,5,5,5,5,5,5,"TRUE","1","1","1","0","1","1","0","0","0",5,"0","1",1.74794520547945,416972212,"within a few hours",0.8,0.9,"FALSE","TRUE"
643251397620255872,"Departamento en San Telmo VII",-34.615041,-58.374758,"Entire serviced apartment","Entire home/apt",9911,2,1,1,1,"No",1,27,14,4.5,4.5,4.43,4.64,4.5,4.5,4.57,"TRUE","1","1","1","1","1","0","0","1","1",7,"1","1",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
643251437158776832,"Departamento en San Telmo VI",-34.615041,-58.374758,"Entire serviced apartment","Entire home/apt",9911,2,1,1,1,"No",1,27,2,5,5,5,5,5,4.5,4.5,"TRUE","1","1","1","1","1","0","0","1","1",7,"1","1",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
643415128266037632,"Encantador dpto en el corazón de Buenos Aires",-34.61451,-58.3809,"Entire vacation home","Entire home/apt",9318,3,1,1,1,"No",2,1125,55,4.96,4.98,4.89,4.96,4.95,4.95,4.95,"FALSE","1","1","1","1","1","1","1","1","0",8,"0","1",7.53972602739726,47223754,"within an hour",1,0.95,"TRUE","TRUE"
649259279127291904,"Cuarto privado para 1 persona.",-34.61549,-58.37502,"Private room in serviced apartment","Private room",4161,1,1,1,1,"Yes",2,365,7,5,5,4.57,5,5,4.86,5,"FALSE","1","1","0","1","1","0","1","1","0",6,"0","1",7.40821917808219,50933549,"within a few hours",1,0.95,"TRUE","TRUE"
645063213289252992,"Elegant Loft in Palacio Raggio, Historic District.",-34.61084,-58.37225,"Entire loft","Entire home/apt",13019,4,1,1,1,"No",1,365,33,4.85,4.79,4.73,4.76,4.88,4.94,4.79,"TRUE","1","1","1","1","1","0","0","1","0",6,"0","0",5.26575342465753,170629816,"within an hour",1,0.99,"TRUE","TRUE"
645527031824465280,"Beautifull and new apartment in Downtown 2p",-34.61509,-58.38882,"Entire rental unit","Entire home/apt",6212,2,1,2,1,"No",4,90,14,4.86,4.86,4.86,5,4.93,4.86,4.79,"TRUE","1","1","1","0","0","0","0","0","0",3,"1","1",8.61369863013699,21782961,"within an hour",0.97,0.98,"TRUE","TRUE"
