"id","name","latitude","longitude","property_type","room_type","price","accommodates","bedrooms","beds","bathrooms","shared_bathroom","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","Kitchen","Wifi","Air_conditioning","Elevator","Dishes_and_silverware","Washer","Body_soap","Microwave","Paid_parking_off_premises","total_amenities","short_term_availability","long_term_availability","years","host_id","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_identity_verified"
649500423905236608,"Departamento cerca del Obelisco en Buenos Aires",-34.61071,-58.38386,"Entire rental unit","Entire home/apt",6212,3,1,1,1,"No",3,1125,4,4.75,5,5,5,5,4.75,5,"TRUE","1","1","1","0","1","0","0","1","0",5,"0","1",6.84383561643836,81335028,"within a day",0.5,1,"FALSE","FALSE"
645548003661081856,"Departamento en San Telmo VIII",-34.615041,-58.374758,"Entire serviced apartment","Entire home/apt",9911,2,1,1,1,"No",1,27,3,3.67,3.67,3.33,4.33,4.67,3.67,4,"TRUE","1","1","1","1","1","0","0","1","1",7,"1","1",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
645572048871363200,"Apartment in San Telmo X",-34.61427,-58.37525,"Entire serviced apartment","Entire home/apt",7366,2,1,1,1,"No",1,1125,27,4.63,4.74,4.81,4.89,4.7,4.7,4.67,"FALSE","1","1","0","1","1","0","0","1","1",6,"0","0",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
645572150069796480,"Departamento en San Telmo XI",-34.615041,-58.374758,"Entire serviced apartment","Entire home/apt",7455,2,1,1,1,"No",1,1125,13,4.38,4.62,4.38,4.62,4.54,4.54,4.38,"FALSE","1","1","1","1","1","0","0","1","1",7,"1","1",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
645572219565020800,"Departamento en San Telmo IX",-34.615041,-58.374758,"Entire serviced apartment","Entire home/apt",7248,2,1,1,1,"No",1,1125,19,4.68,4.68,4.74,4.84,4.74,4.79,4.68,"FALSE","1","1","1","1","1","0","0","1","1",7,"1","1",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
645648188101620736,"Departamento en San Telmo XII",-34.61504,-58.37476,"Entire serviced apartment","Entire home/apt",6626,2,1,1,1,"No",1,1125,18,4.67,4.72,4.67,4.72,4.44,4.39,4.56,"FALSE","1","1","1","1","1","0","0","1","1",7,"1","1",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
645650984133329152,"Departamento en San Telmo XIII",-34.61504,-58.37476,"Entire serviced apartment","Entire home/apt",7455,2,1,1,1,"No",1,1125,8,4.25,4.25,4.5,4.13,4.13,3.75,4,"FALSE","1","1","1","1","1","0","0","1","1",7,"1","1",0.958904109589041,460080013,"within an hour",1,0.96,"FALSE","TRUE"
654328036956130432,"Creado para ofrecer comodidad, calidez y limpieza",-34.6158040540782,-58.3760272430483,"Entire rental unit","Entire home/apt",6419,3,1,2,1,"No",7,365,3,5,5,5,5,5,5,4.67,"FALSE","1","1","0","1","1","0","1","1","1",7,"0","1",8.54246575342466,22807445,"within an hour",1,1,"FALSE","TRUE"
654921345520410752,"Shared room in student residence",-34.6125229,-58.3710029,"Shared room in rental unit","Shared room",2899,1,1,2,3,"Yes",28,365,2,4,4,4,3,4,5,4.5,"TRUE","1","1","1","0","1","1","0","0","0",5,"0","0",1.74794520547945,416972212,"within a few hours",0.8,0.9,"FALSE","TRUE"
663082794353468672,"SAN TELMO DUPLEX a/c. 5pax fully equip. patio tv",-34.6155,-58.3759,"Entire rental unit","Entire home/apt",12868,5,2,3,1,"No",3,365,5,4,4.2,4,5,4.6,4,4,"FALSE","1","1","0","0","1","1","1","0","1",6,"1","0",10.758904109589,3150517,"within an hour",0.98,0.96,"FALSE","TRUE"
660272834666729216,"Departamento en el centro de Capital Federal",-34.61033,-58.37481,"Entire condo","Entire home/apt",5177,3,1,2,1,"No",4,1125,15,5,5,5,5,5,5,5,"FALSE","1","1","0","1","1","0","1","0","0",5,"1","1",0.849315068493151,466813420,"within an hour",1,0.96,"TRUE","TRUE"
666919610348408448,"Private Room in student residence",-34.61137,-58.37146,"Private room in rental unit","Private room",5591,1,9,1,3,"Yes",28,365,2,5,5,5,5,5,5,5,"FALSE","1","1","1","0","1","1","0","0","0",5,"1","1",1.74794520547945,416972212,"within a few hours",0.8,0.9,"FALSE","TRUE"
668323151419182976,"SAN TELMO HOUSE 11 pax. divided in 3 apt w/patio",-34.61514,-58.37586,"Entire home","Entire home/apt",31061,11,4,5,3,"No",3,365,4,4.75,5,4.75,5,5,4.75,4.75,"FALSE","1","1","1","0","1","1","0","0","0",5,"1","0",10.758904109589,3150517,"within an hour",0.98,0.96,"FALSE","TRUE"
668007900439386752,"Sevilla Home hotel Habitacion individual 28",-34.6098,-58.38959,"Private room in hostel","Private room",2485,1,1,1,1.5,"Yes",2,365,47,4.4,4.51,4.51,4.81,4.77,4.79,4.6,"TRUE","1","1","0","0","0","0","1","0","1",4,"1","0",1.47397260273973,431659667,"within an hour",0.96,0.99,"FALSE","TRUE"
671170177762116352,"!Hermoso departamento en Monserrat!",-34.6148281,-58.3847079,"Entire rental unit","Entire home/apt",7869,3,2,2,1,"No",2,1125,10,4.7,4.8,4.9,4.9,4.8,5,4.9,"FALSE","1","1","1","0","0","0","0","0","0",3,"0","1",1.04931506849315,454676532,"within an hour",0.89,0.94,"FALSE","TRUE"
669371091034929280,"Moderno depto a estrenar en pleno centro! 3 pax",-34.6149738,-58.3789869,"Entire rental unit","Entire home/apt",6626,3,1,3,1,"No",4,1125,14,4.93,4.93,4.86,5,5,4.71,4.79,"FALSE","1","1","0","1","1","0","0","1","0",5,"0","1",6.65479452054795,94350422,"within an hour",0.96,1,"TRUE","TRUE"
670100722723638912,"ECONOMICA con estudiantes internacionales!",-34.61526,-58.37948,"Private room in rental unit","Private room",3313,1,4,1,1,"Yes",15,180,2,3,3,4,4.5,4,3,2.5,"TRUE","1","1","0","1","0","1","0","0","0",4,"1","1",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
670108939492574976,"Muy grande con balcón propio, cowork y amigos!",-34.61605,-58.37869,"Private room in rental unit","Private room",3520,2,4,1,1,"Yes",21,180,1,5,5,5,5,5,5,5,"TRUE","1","1","0","1","1","1","0","0","0",5,"0","1",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
675264613820963328,"Habitación privada, muy cómoda,  Mejor ubicación.",-34.61055,-58.37857,"Private room in casa particular","Private room",5384,2,1,1,1,"Yes",1,365,39,4.79,4.77,4.46,4.87,4.92,4.9,4.62,"FALSE","1","1","0","0","1","1","0","0","0",4,"1","1",0.849315068493151,466764262,"within an hour",1,0.97,"TRUE","FALSE"
670220830550219648,"18m2 | Decorada, ECONÓMICA y balcón propio!",-34.61539,-58.38094,"Private room in rental unit","Private room",3313,2,4,1,1,"Yes",15,180,1,5,5,5,5,5,5,4,"TRUE","1","1","0","1","0","1","0","0","0",4,"0","1",10.4630136986301,4191868,"within an hour",1,0.99,"FALSE","TRUE"
675345251089979264,"La cisterna",-34.6115181,-58.3738937,"Entire serviced apartment","Entire home/apt",15560,2,1,1,1,"No",2,1125,2,5,5,5,5,5,4.5,5,"FALSE","1","1","1","1","1","0","0","1","0",6,"1","1",0.791780821917808,470609970,"within an hour",1,1,"FALSE","TRUE"
673034989551954944,"Studio amplio balcón en Casco Histórico",-34.61723,-58.39108,"Entire condo","Entire home/apt",6086,2,1,1,1,"No",1,180,17,4.94,4.94,4.71,5,5,4.88,4.88,"FALSE","1","1","0","1","1","0","1","1","0",6,"1","1",4.51780821917808,223196957,"within an hour",1,1,"TRUE","TRUE"
673948263124792960,"Amplio piso con vista abierta 3 dormi",-34.60905,-58.38299,"Entire rental unit","Entire home/apt",15709,6,3,4,2,"No",15,365,7,4.71,4.86,4.57,4.86,5,4.86,4.71,"FALSE","1","1","0","0","1","0","0","0","0",3,"0","0",4.71506849315069,210374363,"within an hour",1,1,"TRUE","TRUE"
684032557857463296,"Private room in student residence",-34.61326,-58.37009,"Private room in rental unit","Private room",3812,1,9,1,3,"Yes",28,365,1,5,5,5,5,5,5,4,"TRUE","1","1","1","0","1","1","0","0","0",5,"1","1",1.74794520547945,416972212,"within a few hours",0.8,0.9,"FALSE","TRUE"
680464876810561152,"Alquilo habitación en pleno centro de buenos aires",-34.6097139092288,-58.3792632445693,"Private room in condo","Private room",4970,2,1,3,1,"No",2,365,18,4.61,4.56,4.33,4.94,4.78,5,4.56,"TRUE","1","1","1","0","1","1","0","0","0",5,"1","1",7.46027397260274,49460212,"within an hour",1,0.89,"FALSE","TRUE"
684224613469402496,"ENJOY SAN TELMO WITH STYLE AND COMFORT",-34.61064,-58.37539,"Entire condo","Entire home/apt",8076,4,1,2,1,"No",3,90,17,4.94,5,4.94,4.94,5,4.88,4.82,"FALSE","1","1","1","1","1","1","1","1","0",8,"1","1",10.2794520547945,4843078,"within an hour",1,1,"FALSE","TRUE"
681710890153042688,"Depto entero estilo Francés en el corazón de Bs As",-34.61024,-58.38104,"Entire condo","Entire home/apt",7848,4,2,3,1.5,"No",2,1125,8,5,5,5,5,5,5,5,"TRUE","1","1","1","0","1","1","1","1","1",8,"0","0",5.03561643835616,185953582,"within a few hours",1,0.87,"FALSE","TRUE"
685477824344571904,"Hermoso departamento en Congreso",-34.6098,-58.38529,"Entire condo","Entire home/apt",5177,2,1,1,1,"No",3,365,11,4.73,4.91,4.73,5,4.91,4.73,4.91,"TRUE","1","1","1","1","1","0","1","1","0",7,"1","1",1.52602739726027,428941571,"within an hour",0.9,0.96,"FALSE","FALSE"
686977394380984064,"Apartamento luminoso en Montserrat - San Telmo",-34.61074,-58.37829,"Entire condo","Entire home/apt",11211,4,3,3,2,"No",1,4,18,4.89,4.89,4.72,4.83,4.78,4.94,4.83,"FALSE","1","1","0","1","1","0","1","0","0",5,"0","0",9.92876712328767,6699713,"within a few hours",0.8,0.94,"TRUE","TRUE"
691961226306075008,"Historico Departamento en San Telmo para 4",-34.6144208,-58.3731006,"Entire rental unit","Entire home/apt",7987,4,1,2,1,"No",2,365,14,4.64,4.79,4.64,4.5,4.93,4.57,4.36,"TRUE","1","1","1","0","1","0","1","1","0",6,"1","1",12.0082191780822,560338,"within an hour",1,1,"FALSE","TRUE"
696347228564219776,"Depto amplio con balcón en Casco Histórico.",-34.6154311,-58.3905666,"Entire condo","Entire home/apt",12425,4,2,3,1,"No",1,365,20,4.65,4.7,4.6,4.75,4.75,4.6,4.6,"FALSE","1","0","0","1","1","0","1","1","0",5,"0","1",4.51780821917808,223196957,"within an hour",1,1,"TRUE","TRUE"
701418545711179136,"Lovely spacious 2 bedroom condo in Montserrat",-34.61486,-58.37232,"Entire condo","Entire home/apt",9733,4,2,3,1,"No",2,30,38,4.74,4.79,4.61,4.92,4.95,4.84,4.71,"TRUE","1","1","0","1","1","0","0","1","0",5,"1","1",0.975342465753425,459056338,"within an hour",1,0.99,"FALSE","FALSE"
697213490578295040,"Espléndida suite en el corazón de Buenos Aires",-34.61397,-58.38405,"Entire condo","Entire home/apt",8076,3,1,2,1,"No",4,29,12,4.58,4.5,4.5,4.92,4.92,4.58,4.5,"TRUE","1","1","1","1","1","0","1","1","0",7,"1","1",6.84931506849315,80947197,"within an hour",1,1,"TRUE","TRUE"
704349041699820800,"Balcony Bedroom with Stuning BA View",-34.6095457513457,-58.387001696715,"Private room in condo","Private room",7130,2,1,1,1,"Yes",2,1125,22,4.86,4.77,4.77,4.91,4.77,4.95,4.77,"FALSE","1","1","0","1","1","0","0","0","0",4,"1","1",0.682191780821918,477268167,"within an hour",1,1,"TRUE","TRUE"
704508112669662464,"Perfect Apartment towards the Domes of BuenosAires",-34.60983,-58.387,"Entire condo","Entire home/apt",5148,2,1,1,1,"No",2,30,17,4.59,4.71,4.82,4.88,4.82,4.88,4.71,"TRUE","1","1","0","1","1","0","0","1","0",5,"1","0",7.35068493150685,52826718,"within an hour",1,1,"TRUE","TRUE"
704845003956042496,"Lindísimo departamento en el centro de la ciudad",-34.6160911,-58.3873464,"Entire rental unit","Entire home/apt",8283,3,1,2,1,"No",3,360,9,5,4.89,5,4.89,5,4.78,5,"FALSE","1","1","0","0","1","0","1","1","0",5,"1","1",12.6465753424658,234585,"within an hour",1,1,"TRUE","TRUE"
711656545247781888,"Apart premium*piscina* seguridad 24 hs",-34.61533,-58.37922,"Entire loft","Entire home/apt",9318,2,1,1,1.5,"No",3,1125,3,5,5,5,5,5,5,5,"FALSE","1","1","1","0","1","0","0","0","0",4,"0","0",2.35068493150685,382021426,"within an hour",1,1,"FALSE","TRUE"
715068405809792000,"Distrito Histórico / Gym, Piscina, Laundry / Categ",-34.6115,-58.37797,"Entire condo","Entire home/apt",11389,3,1,2,1,"No",2,30,19,5,5,4.89,5,4.95,4.95,4.95,"FALSE","1","0","1","0","1","0","1","0","0",4,"1","0",8.1041095890411,30283761,"within an hour",0.99,0.99,"TRUE","TRUE"
716849078955529856,"Comfy 3 bedrooms apartment in the heart of BA",-34.60844,-58.37418,"Entire condo","Entire home/apt",16566,4,3,4,2,"No",7,365,3,4.67,4.67,5,5,5,5,4.67,"FALSE","1","1","1","0","1","0","0","1","0",5,"0","0",7.90958904109589,35395511,"within a few hours",1,0.92,"TRUE","TRUE"
713970301669978752,"Ph San Telmo luminoso amplio cómodo Porteño 6pers",-34.61642,-58.37832,"Entire condo","Entire home/apt",11035,6,2,6,1,"No",2,60,5,3.6,3.8,2.8,4,4.2,3.8,3.8,"FALSE","1","1","0","0","1","0","0","1","0",4,"1","0",3.30684931506849,327397225,"within an hour",1,0.81,"FALSE","TRUE"
715956161163494912,"""Casa Mayo"" Departamento pleno centro Buenos Aires",-34.6090593,-58.3857714,"Private room in condo","Private room",3934,2,1,1,1,"Yes",2,365,1,5,5,5,5,5,5,5,"FALSE","1","1","0","0","0","0","1","0","0",3,"1","1",1.56438356164384,426978350,"within a day",0.56,0.31,"FALSE","FALSE"
716059843109152896,"Muy lindo departamento con patio, bien equipada",-34.6114120616493,-58.3873128890991,"Entire condo","Entire home/apt",9318,4,1,3,1,"No",1,365,11,4.91,4.91,5,4.91,4.91,5,4.91,"TRUE","1","1","0","0","0","1","0","0","0",3,"1","1",7.46027397260274,49480723,"within an hour",0.99,0.99,"FALSE","TRUE"
716470411280780416,"2nd floor by elevator. Comfortable!",-34.61556,-58.37833,"Entire rental unit","Entire home/apt",5798,3,1,2,1,"No",5,365,1,5,5,5,5,5,5,5,"FALSE","0","1","0","0","0","0","0","0","0",1,"0","1",11.6986301369863,1023327,"within a few hours",1,0.96,"FALSE","TRUE"
716521212662730496,"Super céntrico y luminoso 2 amb, 1 dormitorio.",-34.61357,-58.37144,"Entire rental unit","Entire home/apt",3812,2,1,2,1,"No",15,1125,1,4,5,5,5,5,3,5,"FALSE","1","1","0","1","1","0","0","1","0",5,"0","0",5.3972602739726,162345616,"within an hour",1,0.95,"TRUE","TRUE"
720989537251237504,"Precioso Studio a estrenar en Bs As",-34.61491,-58.37886,"Entire rental unit","Entire home/apt",6848,4,1,3,1,"No",3,28,20,4.95,4.95,5,5,5,4.6,4.9,"FALSE","1","1","1","0","1","0","0","0","0",4,"0","1",6.21369863013699,116862984,"within an hour",1,1,"TRUE","TRUE"
725852730263164800,"Cálido y muy luminoso en zona universitaria UADE",-34.6162624,-58.383261,"Entire condo","Entire home/apt",6094,2,1,1,1,"No",3,365,15,5,4.87,4.93,4.93,4.93,4.73,4.67,"FALSE","1","1","1","0","1","0","0","0","0",4,"1","1",4.35890410958904,232488127,"within an hour",1,0.98,"TRUE","TRUE"
723527887070398848,"Cómodo departamento en el centro",-34.6108148185233,-58.385891459813,"Entire condo","Entire home/apt",7041,2,1,2,1,"No",2,14,3,5,5,4,5,5,5,4.67,"FALSE","1","1","1","1","1","0","1","0","1",7,"1","0",7.26849315068493,56631386,"within an hour",1,0.86,"FALSE","TRUE"
726782393010425984,"Beautiful apartment in Paseo de la Cisterna",-34.61221,-58.37282,"Entire rental unit","Entire home/apt",8007,2,1,1,1,"No",4,60,10,5,5,5,5,5,5,5,"TRUE","1","1","1","1","1","0","1","0","0",6,"0","0",9.79178082191781,7656034,"within an hour",1,1,"FALSE","TRUE"
728121043661446144,"Departamento en edificio histórico La Hilandería",-34.61084,-58.38338,"Entire rental unit","Entire home/apt",12000,4,2,3,2,"No",3,30,4,4.25,4.75,4,5,4.5,4.75,4.25,"FALSE","1","1","0","1","1","0","1","1","0",6,"1","0",0.857534246575342,466259060,"within an hour",1,1,"FALSE","TRUE"
726833863749473408,"Depto Cerca del Obelisco con Pileta en terraza",-34.60931,-58.38235,"Entire rental unit","Entire home/apt",7809,2,1,1,1,"No",4,1125,8,4.38,4.38,4.38,4.75,4.5,5,4.38,"FALSE","1","1","1","0","1","0","0","1","0",5,"1","0",4.32876712328767,234799487,"within an hour",1,1,"FALSE","TRUE"
726835104244171776,"Departamento Entero en San Telmo Cómodo y luminoso",-34.61251,-58.36967,"Entire rental unit","Entire home/apt",8283,2,1,1,1,"No",4,1125,7,4.29,4.57,4,4.29,4.57,4.86,4.29,"FALSE","1","1","1","0","1","0","0","1","0",5,"1","0",4.32876712328767,234799487,"within an hour",1,1,"FALSE","TRUE"
729858762912892544,"Calido dos ambientes en el centro de la ciudad*",-34.61711,-58.39026,"Entire condo","Entire home/apt",5473,4,1,2,1,"No",1,1125,15,4.8,4.93,4.8,4.87,4.8,4.73,4.67,"TRUE","1","1","0","1","1","0","1","1","0",6,"1","1",7.58630136986301,45839765,"within an hour",1,0.99,"TRUE","TRUE"
733062037268218240,"Congreso, centro de la ciudad",-34.6110785,-58.3916646,"Entire serviced apartment","Entire home/apt",5177,2,1,2,1,"No",5,1125,1,4,5,4,5,5,5,5,"FALSE","1","1","0","0","0","0","0","0","0",2,"1","1",4.53150684931507,222432318,"within an hour",1,0.89,"TRUE","TRUE"
731676603431984000,"Departamento completo en zona centro para 6.",-34.60914,-58.37749,"Entire rental unit","Entire home/apt",6337,6,2,5,1,"No",4,365,17,4.18,4.35,4.41,3.88,4.18,4.88,4.53,"TRUE","1","1","1","1","1","0","1","1","0",7,"0","0",9.30958904109589,11312223,"within an hour",1,1,"FALSE","TRUE"
733251327007157504,"Hermoso depto en Monserrat",-34.60875,-58.37674,"Entire rental unit","Entire home/apt",4142,2,1,1,1,"No",3,10,15,4.53,4.47,4.2,4.87,4.8,4.8,4.67,"FALSE","1","1","1","1","1","0","0","0","0",5,"0","0",5.16164383561644,177398342,"within an hour",1,1,"TRUE","TRUE"
731788250846770432,"Apartamento luminoso con balcón en Monserrat",-34.6156206,-58.382927,"Entire condo","Entire home/apt",7987,3,1,2,1,"No",2,60,1,5,5,5,5,5,5,5,"FALSE","1","1","0","1","1","0","1","1","0",6,"1","0",3.33424657534247,324286948,"within an hour",1,0.44,"FALSE","TRUE"
736098045557513728,"Beautiful apartment downtown Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",9940,2,1,1,1,"No",1,1125,3,4.33,4,4.67,5,5,4.67,4,"FALSE","1","1","0","0","1","0","0","1","0",4,"0","1",0.564383561643836,483195318,"within an hour",1,0.96,"FALSE","TRUE"
738902361527309312,"Beautiful flat in Congreso",-34.61366,-58.38488,"Entire condo","Entire home/apt",24849,4,2,3,2,"No",3,365,2,5,5,5,5,5,5,4.5,"FALSE","1","1","1","0","0","1","0","0","0",4,"1","1",4.8027397260274,202978181,"within an hour",0.9,0.87,"FALSE","TRUE"
739209300730011392,"Luminoso Studio con balcón /vista a Av. 9 de Julio",-34.6154784853449,-58.3801738545299,"Entire rental unit","Entire home/apt",5945,2,1,1,1,"No",3,365,17,4.88,4.94,4.88,5,4.82,4.88,4.82,"TRUE","1","1","1","0","1","1","0","0","0",5,"0","0",5.98356164383562,130033037,"within an hour",1,1,"FALSE","TRUE"
739660514564088320,"Comfortable 1BR apt In the heart of Buenos Aires",-34.6121554,-58.3873471,"Entire condo","Entire home/apt",7426,2,1,1,1,"No",1,365,11,4.36,4.64,4.73,4.91,4.64,4.73,4.18,"TRUE","1","1","1","0","1","0","0","0","1",5,"1","0",3.78630136986301,278440549,"within an hour",1,1,"FALSE","TRUE"
739660709660485504,"Comfortable 1BR apt In the heart of Buenos Aires",-34.6121554,-58.3873471,"Entire rental unit","Entire home/apt",7426,2,1,1,1,"No",1,365,12,4.5,4.75,4.5,4.83,4.83,4.25,4.67,"TRUE","1","1","1","0","1","0","0","0","1",5,"1","0",3.78630136986301,278440549,"within an hour",1,1,"FALSE","TRUE"
740496596979210112,"Beautiful 3 rooms in the Center of Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",16299,4,2,2,1,"No",1,27,7,4.71,4.57,4.86,5,4.86,4.57,4.57,"TRUE","1","1","0","0","1","0","0","1","1",5,"1","1",0.564383561643836,483195318,"within an hour",1,0.96,"FALSE","TRUE"
739660878717962624,"Comfortable 1 BR apt In the heart of Buenos Aires",-34.6121554,-58.3873471,"Entire condo","Entire home/apt",7426,2,1,1,1,"No",1,365,10,4.2,4.4,4.5,4.7,4.8,4.5,4.2,"TRUE","1","1","1","0","1","0","0","0","1",5,"1","0",3.78630136986301,278440549,"within an hour",1,1,"FALSE","TRUE"
740528998063410048,"Beautiful 3 rooms in the Center of Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",12425,4,2,2,1,"No",1,1125,2,4.5,4.5,5,4,4.5,4.5,4.5,"FALSE","1","1","0","0","1","0","0","1","1",5,"0","1",0.564383561643836,483195318,"within an hour",1,0.96,"FALSE","TRUE"
737631390481768192,"Beautiful apartment downtown Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",12453,2,1,1,1,"No",1,27,12,4.17,4.25,4.5,4.25,4.42,4.42,4.08,"TRUE","1","1","0","0","1","0","0","1","1",5,"1","1",0.564383561643836,483195318,"within an hour",1,0.96,"FALSE","TRUE"
737633202031646976,"Beautiful apartment downtown Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",12453,2,1,1,1,"No",1,27,53,4.26,4.38,4.75,4.79,4.6,4.21,4.19,"TRUE","1","1","0","0","1","0","0","1","1",5,"1","1",0.564383561643836,483195318,"within an hour",1,0.96,"FALSE","TRUE"
737634571063846528,"Beautiful apartment downtown Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",12453,2,1,1,1,"No",1,27,3,4.67,5,5,5,5,4.67,4.33,"TRUE","1","1","0","0","1","0","0","1","1",5,"1","1",0.564383561643836,483195318,"within an hour",1,0.96,"FALSE","TRUE"
737636540205970304,"Beautiful apartment downtown Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",9940,2,1,1,1,"No",1,1125,4,4.25,4.5,4.5,4.5,4.75,3.75,4.25,"FALSE","1","1","0","0","1","0","0","1","1",5,"0","1",0.564383561643836,483195318,"within an hour",1,0.96,"FALSE","TRUE"
740589930519433856,"2 bedroom apartment in the Center of Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",17069,4,2,2,1,"No",1,27,10,4.5,4.5,4.3,4.7,4.6,4.3,4.3,"TRUE","1","1","0","0","1","0","0","1","1",5,"1","1",0.564383561643836,483195318,"within an hour",1,0.96,"FALSE","TRUE"
740636515710060544,"Beautiful apartment downtown Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",11389,2,1,1,1,"No",1,1125,3,5,5,5,5,5,5,4.67,"FALSE","1","1","0","0","1","0","0","0","0",3,"1","1",2.97808219178082,346169874,"within an hour",0.99,0.77,"FALSE","TRUE"
740793960487158656,"Lujoso Loft en Palacio Raggio, Casco Histórico.",-34.61143,-58.3726,"Entire loft","Entire home/apt",10236,4,1,1,1,"No",1,365,18,4.78,4.83,4.83,4.67,4.78,4.89,4.56,"TRUE","1","1","1","1","1","0","0","1","1",7,"0","0",5.26575342465753,170629816,"within an hour",1,0.99,"TRUE","TRUE"
742800838583875328,"Categoría - 100m UADE - San Telmo / Montserrat",-34.61617,-58.38209,"Entire condo","Entire home/apt",6160,2,1,1,1,"No",2,30,12,5,5,4.83,4.92,5,4.83,5,"FALSE","1","0","1","1","1","0","1","1","0",6,"1","0",8.1041095890411,30283761,"within an hour",0.99,0.99,"TRUE","TRUE"
743464635552163200,"Hermoso apartamento familiar",-34.61373,-58.37776,"Entire condo","Entire home/apt",22186,4,2,3,2,"No",1,365,3,4.67,4.67,4.33,4.67,4.67,4.67,4,"FALSE","1","1","1","0","0","1","0","0","0",4,"1","1",4.07945205479452,253931195,"within an hour",1,0.73,"FALSE","TRUE"
741351911314389376,"Splendid 3 rooms in Downtown Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",14495,4,2,2,1,"No",1,1125,1,5,5,4,5,5,4,5,"FALSE","1","1","0","0","1","0","0","1","1",5,"1","1",0.564383561643836,483195318,"within an hour",1,0.96,"FALSE","TRUE"
742030227822786944,"Apart 3 ambientes en Centro de Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",16299,4,2,2,1,"No",1,27,13,4.23,4.31,4.54,4.77,4.54,4.08,4.46,"TRUE","1","1","0","0","1","0","0","1","1",5,"1","1",0.564383561643836,483195318,"within an hour",1,0.96,"FALSE","TRUE"
742045315903696256,"Beautiful apartment in Obelisk of Buenos Aires",-34.6111199,-58.3842652,"Entire serviced apartment","Entire home/apt",12453,2,1,1,1,"No",1,27,5,5,4.8,5,4.8,4.8,4.6,4.8,"TRUE","1","1","0","0","1","0","0","1","1",5,"1","1",0.564383561643836,483195318,"within an hour",1,0.96,"FALSE","TRUE"
747116173422388992,"Departamento elegante en San Telmo",-34.6155027630128,-58.3745281398296,"Entire rental unit","Entire home/apt",10325,2,1,1,1,"No",2,365,5,5,5,5,5,5,5,5,"FALSE","1","0","0","0","0","0","0","0","0",1,"1","1",6.18904109589041,118128308,"within an hour",1,0.93,"TRUE","TRUE"
749217243372358784,"Hermoso departamento en zona turística.",-34.6088825,-58.3768414,"Entire condo","Entire home/apt",9200,4,1,3,1,"No",1,365,6,4.33,4.67,4.17,4.83,5,4.83,4.5,"FALSE","1","1","0","0","1","0","0","0","0",3,"1","1",5.35616438356164,164484704,"within a few hours",1,0.8,"FALSE","TRUE"
748595371737141888,"Depto de estilo antiguo con servicios modernos",-34.6172053,-58.3774521,"Entire serviced apartment","Entire home/apt",9940,4,2,2,1,"No",2,30,7,4.57,4.29,4,5,5,4.86,4,"TRUE","1","1","1","0","1","0","1","0","0",5,"1","1",2.78356164383562,358007800,"within an hour",1,0.99,"TRUE","TRUE"
751650836795417472,"Female room in student residence",-34.61167,-58.36989,"Shared room in rental unit","Shared room",2071,6,1,6,1,"Yes",28,365,1,5,5,5,5,5,5,5,"TRUE","1","1","1","0","1","1","0","1","0",6,"0","1",1.74794520547945,416972212,"within a few hours",0.8,0.9,"FALSE","TRUE"
751660419638969984,"Female room in student residence",-34.61349,-58.3704,"Shared room in rental unit","Shared room",2071,6,1,6,1,"Yes",28,1125,1,5,5,5,5,5,5,5,"TRUE","1","1","1","0","1","1","0","1","0",6,"1","1",1.74794520547945,416972212,"within a few hours",0.8,0.9,"FALSE","TRUE"
750058222100384896,"One Bedroom apt nearby Favaloro @ Montserrat",-34.61457,-58.38887,"Entire condo","Entire home/apt",6212,2,1,1,1,"No",3,21,5,4.8,4.6,4.6,5,4.6,4.4,5,"TRUE","1","1","0","1","1","1","1","1","0",7,"1","0",9.48493150684932,9944323,"within an hour",1,0.99,"TRUE","TRUE"
